"","Geneid","2i_counts","S_counts"
"24193","Gm30567",1,0
"24194","Gm30570",0,0
"24195","Gm30571",0,0.5
"24196","Gm30584",26,24.5
"24197","Gm30593",0,0
"24198","Gm30598",0,0
"24199","Gm30600",0,0
"24200","Gm30606",0,0
"24201","Gm30613",0,0.5
"24202","Gm30619",0.5,0
"24203","Gm30624",0,0.5
"24204","Gm30638",0,0
"24205","Gm30641",0,0
"24206","Gm30645",0,1.5
"24207","Gm30646",0,0
"24208","Gm30648",0,0
"24209","Gm30652",545,459.5
"24210","Gm30655",0,0
"24211","Gm30667",0,0
"24212","Gm30671",4.5,3
"24213","Gm30674",0,0.5
"24214","Gm30676",0,0
"24215","Gm30684",0.5,0
"24216","Gm30686",0,0
"24217","Gm30691",0,0
"24218","Gm30692",0,0.5
"24219","Gm30694",3,3.5
"24220","Gm30695",0.5,0
"24221","Gm30698",1,3
"24222","Gm30705",0,0
"24223","Gm30708",50.5,54.5
"24224","Gm30709",0,0
"24225","Gm30717",11.5,1.5
"24226","Gm3072",2.5,0.5
"24227","Gm30725",0,0
"24228","Gm30726",0,0
"24229","Gm30731",0,0
"24230","Gm30735",0,0
"24231","Gm30737",0,0
"24232","Gm30738",76,96.5
"24233","Gm30747",6,6
"24234","Gm3076",100.5,128.5
"24235","Gm3077",0,0
"24236","Gm30771",0.5,1
"24237","Gm30781",0.5,0
"24238","Gm30784",0,0
"24239","Gm30790",0,0
"24240","Gm30794",0,0
"24241","Gm30806",0,1
"24242","Gm30808",0,0
"24243","Gm3081",0,0
"24244","Gm30835",0,0.5
"24245","Gm30839",0,0
"24246","Gm3084",0,0.5
"24247","Gm30849",0,0
"24248","Gm30853",0,0
"24249","Gm30858",0,0
"24250","Gm3086",1.5,1.5
"24251","Gm30873",0,2
"24252","Gm30881",6,0.5
"24253","Gm30889",0,0
"24254","Gm3089",0,0.5
"24255","Gm30893",0,1.5
"24256","Gm30906",0,0
"24257","Gm3091",0,0
"24258","Gm30928",0.5,0
"24259","Gm30929",0,0
"24260","Gm30931",0,0
"24261","Gm30932",0,0
"24262","Gm30933",0,0
"24263","Gm30934",9,8.5
"24264","Gm30938",1,0
"24265","Gm30946",0.5,1.5
"24266","Gm30948",0,0
"24267","Gm3095",4.5,21.5
"24268","Gm30954",0,0
"24269","Gm3096",14,67
"24270","Gm30961",0,0
"24271","Gm30970",292,347
"24272","Gm30978",0,0
"24273","Gm30984",0,0
"24274","Gm3099",8.5,22.5
"24275","Gm31013",0,0
"24276","Gm31019",0,0
"24277","Gm3102",0,0
"24278","Gm31024",8.5,15
"24279","Gm31025",0,0
"24280","Gm31026",0,0
"24281","Gm3103",0,0
"24282","Gm31036",1,2
"24283","Gm3104",0.5,2
"24284","Gm31045",0,1.5
"24285","Gm31048",0,0
"24286","Gm31049",0,0
"24287","Gm3106",0,2
"24288","Gm31063",0.5,0
"24289","Gm31070",1.5,1
"24290","Gm31072",0,0
"24291","Gm31084",0,0
"24292","Gm31086",0,0
"24293","Gm31087",0,0
"24294","Gm31104",16.5,18.5
"24295","Gm31105",1,0.5
"24296","Gm31107",0.5,1
"24297","Gm31108",2.5,0.5
"24298","Gm3111",0,0
"24299","Gm31121",0,0
"24300","Gm31123",0,0
"24301","Gm31126",0,0
"24302","Gm31135",1,0.5
"24303","Gm31138",0.5,0
"24304","Gm31143",0,0
"24305","Gm3115",5,18.5
"24306","Gm31152",0.5,0.5
"24307","Gm3116",0,0
"24308","Gm31166",6,7.5
"24309","Gm31172",0,0
"24310","Gm31181",0,0
"24311","Gm31182",0,0
"24312","Gm31186",0,0
"24313","Gm31191",0,0.5
"24314","Gm31205",0,0
"24315","Gm3121",0,0.5
"24316","Gm31211",2.5,3
"24317","Gm31218",0,0
"24318","Gm31219",0.5,0
"24319","Gm31224",1.5,1.5
"24320","Gm31227",0,0
"24321","Gm3123",0,0
"24322","Gm31230",1,3
"24323","Gm31243",0,0
"24324","Gm31251",0,0.5
"24325","Gm31256",0,0
"24326","Gm31258",0,0
"24327","Gm3126",0,0
"24328","Gm31260",0,0
"24329","Gm31265",3,1.5
"24330","Gm31266",1,2.5
"24331","Gm31267",0,0
"24332","Gm3127",3,7
"24333","Gm31274",0,0
"24334","Gm31282",0,0
"24335","Gm31294",0,0
"24336","Gm31300",42.5,38
"24337","Gm31305",0.5,0
"24338","Gm31306",0,0
"24339","Gm3131",159,191.5
"24340","Gm31314",0,0
"24341","Gm31323",5,2
"24342","Gm31326",0,0
"24343","Gm31328",0,0
"24344","Gm31333",1,0
"24345","Gm31335",0,0
"24346","Gm31342",0,0
"24347","Gm31343",0,0
"24348","Gm31356",0,0.5
"24349","Gm31363",0.5,0
"24350","Gm31369",0,0
"24351","Gm3137",0,0
"24352","Gm31371",1,0
"24353","Gm31373",0,0
"24354","Gm31374",0.5,0
"24355","Gm31378",0,0
"24356","Gm3138",5.5,6
"24357","Gm3139",0,0
"24358","Gm31392",0,0
"24359","Gm31393",0,0
"24360","Gm3140",0,0
"24361","Gm31401",0,0
"24362","Gm31406",0,0
"24363","Gm31408",0,0
"24364","Gm31409",0,0.5
"24365","Gm3141",2.5,0.5
"24366","Gm31410",0.5,0.5
"24367","Gm31415",2,2
"24368","Gm3142",0,0
"24369","Gm31422",0,0
"24370","Gm3143",7.5,1.5
"24371","Gm31432",0.5,0
"24372","Gm31447",0,0
"24373","Gm3145",10.5,5
"24374","Gm31450",0,0
"24375","Gm31452",0.5,0.5
"24376","Gm31456",0,0
"24377","Gm31458",0,0
"24378","Gm31462",3.5,4.5
"24379","Gm31463",0,0
"24380","Gm31466",0,0
"24381","Gm3147",3.5,14
"24382","Gm31479",0,0
"24383","Gm3148",52,54.5
"24384","Gm3149",8,18
"24385","Gm31497",0,0
"24386","Gm31499",5,0.5
"24387","Gm3150",325.5,375
"24388","Gm31503",0,1
"24389","Gm31508",0.5,0
"24390","Gm31510",0,0
"24391","Gm31511",0,0
"24392","Gm31513",4.5,3.5
"24393","Gm31517",0,0
"24394","Gm31518",0.5,1
"24395","Gm31520",22.5,23
"24396","Gm31522",0,0
"24397","Gm31532",4.5,5.5
"24398","Gm31544",38,45
"24399","Gm31545",0,0
"24400","Gm31557",1.5,0
"24401","Gm31562",0,0
"24402","Gm31571",0.5,0
"24403","Gm31572",0,0
"24404","Gm31577",0,0
"24405","Gm31579",2,0
"24406","Gm31583",0,0
"24407","Gm3159",0.5,2
"24408","Gm31592",0,0
"24409","Gm31597",2.5,0
"24410","Gm3160",41.5,59
"24411","Gm31600",0,0
"24412","Gm31614",2.5,0
"24413","Gm31615",0,0.5
"24414","Gm31621",0,0
"24415","Gm31630",0,1.5
"24416","Gm3164",20,84
"24417","Gm31641",0,5.5
"24418","Gm31645",18,12
"24419","Gm31651",0,0
"24420","Gm31659",139,4
"24421","Gm31663",0,0
"24422","Gm31678",0,0
"24423","Gm31683",3.5,1.5
"24424","Gm31693",0,0
"24425","Gm31698",0,0
"24426","Gm3170",35.5,40
"24427","Gm31706",0,0
"24428","Gm31711",0,0
"24429","Gm31717",0,0
"24430","Gm31718",22.5,1
"24431","Gm31727",0,0.5
"24432","Gm31728",0,0
"24433","Gm3173",7.5,24.5
"24434","Gm31747",0,0
"24435","Gm31748",0.5,0.5
"24436","Gm31749",8.5,8.5
"24437","Gm31752",0,0
"24438","Gm31759",0,0
"24439","Gm3176",0,1
"24440","Gm31763",4,6
"24441","Gm31774",4,0
"24442","Gm31784",0,0
"24443","Gm31786",0.5,1
"24444","Gm31793",51.5,46
"24445","Gm31804",0,0
"24446","Gm31805",7.5,6
"24447","Gm31812",0.5,0.5
"24448","Gm31814",0,0
"24449","Gm31816",2,1.5
"24450","Gm31818",0,0
"24451","Gm31819",0,0
"24452","Gm3182",10,38
"24453","Gm31822",0,0
"24454","Gm3183",0,0
"24455","Gm31831",0,0
"24456","Gm31834",0.5,4.5
"24457","Gm31848",0,0.5
"24458","Gm31849",12,18.5
"24459","Gm31854",0,0
"24460","Gm31861",2,2.5
"24461","Gm3187",0,2.5
"24462","Gm3188",0,0.5
"24463","Gm31881",0,0
"24464","Gm31887",0,0
"24465","Gm3189",0,0
"24466","Gm31897",2,0
"24467","Gm31898",0,0
"24468","Gm31904",0,0.5
"24469","Gm31907",0,0
"24470","Gm31908",0,0
"24471","Gm3191",30,20
"24472","Gm31912",0,0
"24473","Gm31925",1,0.5
"24474","Gm31931",0,0
"24475","Gm31933",0,0
"24476","Gm31938",0,0
"24477","Gm3194",71,232
"24478","Gm31941",0,0
"24479","Gm31942",0,0
"24480","Gm31946",0,0
"24481","Gm3198",0,0
"24482","Gm31983",0.5,0
"24483","Gm31992",0,0
"24484","Gm3200",90.5,83.5
"24485","Gm32004",0,0
"24486","Gm32005",0,0
"24487","Gm32014",1,0
"24488","Gm32017",0,0
"24489","Gm32023",0,0
"24490","Gm32025",0,0
"24491","Gm32027",2,2
"24492","Gm3203",81.5,32
"24493","Gm32031",4.5,7
"24494","Gm32033",0,0
"24495","Gm32036",0,0
"24496","Gm32050",0,0
"24497","Gm32051",0,1
"24498","Gm32052",0,0
"24499","Gm32055",0,0
"24500","Gm32061",0,0
"24501","Gm32063",0,0
"24502","Gm32067",0,0
"24503","Gm32072",0,2.5
"24504","Gm3208",0,0
"24505","Gm32081",0,0
"24506","Gm32089",0,0
"24507","Gm32090",0,0
"24508","Gm32093",0,0
"24509","Gm32098",0,0
"24510","Gm32102",0,0
"24511","Gm32105",0,0
"24512","Gm3211",0,0
"24513","Gm32111",0,0
"24514","Gm32114",0,0
"24515","Gm32122",0,0
"24516","Gm32123",0,0
"24517","Gm32126",0,0
"24518","Gm3213",31.5,35.5
"24519","Gm32141",0,0
"24520","Gm32151",1,1
"24521","Gm32158",17.5,31
"24522","Gm3216",0.5,0
"24523","Gm32171",0,0
"24524","Gm32172",0.5,0.5
"24525","Gm32175",0,0
"24526","Gm32180",0,0
"24527","Gm32181",0,0
"24528","Gm32184",0,0
"24529","Gm3219",194.5,299.5
"24530","Gm32200",0,1
"24531","Gm3221",0,0
"24532","Gm32219",1,0
"24533","Gm3222",467.5,435.5
"24534","Gm32220",2.5,6.5
"24535","Gm32222",0,0
"24536","Gm32224",0,0
"24537","Gm32235",0,0
"24538","Gm32243",0,0
"24539","Gm32250",0,0
"24540","Gm32255",0,0
"24541","Gm32256",2034,1736.5
"24542","Gm3226",6550,8661
"24543","Gm3227",0,0
"24544","Gm32281",0,0
"24545","Gm32282",0,4
"24546","Gm32283",0,0
"24547","Gm32284",0,0
"24548","Gm32295",0,0
"24549","Gm32296",1,0
"24550","Gm32300",0,0
"24551","Gm32305",0,0
"24552","Gm32308",0,0
"24553","Gm32312",0,0
"24554","Gm3233",0,0
"24555","Gm32335",0,0
"24556","Gm32338",0,0
"24557","Gm3234",0,0
"24558","Gm32340",30,38.5
"24559","Gm32341",0,0
"24560","Gm32347",0,0
"24561","Gm3235",0.5,1
"24562","Gm32351",0,0
"24563","Gm32352",0,0
"24564","Gm32357",0,0
"24565","Gm32358",0,0
"24566","Gm32364",0,0
"24567","Gm32365",0,0
"24568","Gm32369",0,0
"24569","Gm32376",90,73.5
"24570","Gm3238",0,0
"24571","Gm32381",0,0
"24572","Gm32389",0,0
"24573","Gm3239",18.5,55
"24574","Gm32390",0.5,0
"24575","Gm32391",25.5,5.5
"24576","Gm32401",0,0.5
"24577","Gm32405",0,0
"24578","Gm3242",0.5,1
"24579","Gm32431",0.5,0
"24580","Gm32432",0,0
"24581","Gm32441",2,0.5
"24582","Gm32442",0,0
"24583","Gm32443",0,0
"24584","Gm32444",0,0
"24585","Gm32447",0,0
"24586","Gm32453",0,0
"24587","Gm32455",0,0
"24588","Gm32460",24.5,56
"24589","Gm32461",0,0
"24590","Gm32468",0.5,1
"24591","Gm32479",0,0
"24592","Gm3248",47.5,168
"24593","Gm32486",1.5,2.5
"24594","Gm32492",4,0
"24595","Gm32496",0,0
"24596","Gm3250",0,0
"24597","Gm32507",0,0
"24598","Gm32509",0,0
"24599","Gm32511",0,0
"24600","Gm32514",0.5,0
"24601","Gm32515",0.5,0
"24602","Gm3252",39.5,182.5
"24603","Gm32526",3,3
"24604","Gm32531",0,0
"24605","Gm32536",22.5,15
"24606","Gm32540",0,0
"24607","Gm32548",0,0
"24608","Gm32552",2,1
"24609","Gm32554",0,0
"24610","Gm32567",0.5,0
"24611","Gm32568",0,0
"24612","Gm32569",0,0
"24613","Gm3257",2.5,2
"24614","Gm32585",5.5,54
"24615","Gm3259",0,0.5
"24616","Gm32591",0,0.5
"24617","Gm32592",0,0
"24618","Gm3261",0,0
"24619","Gm32618",6.5,8.5
"24620","Gm32624",0,0
"24621","Gm32629",0,0
"24622","Gm32633",1.5,0
"24623","Gm32635",0.5,0.5
"24624","Gm3264",1,5
"24625","Gm32647",0,0.5
"24626","Gm3266",0,0
"24627","Gm3267",0,0
"24628","Gm32679",0,0.5
"24629","Gm32687",89.5,62.5
"24630","Gm32688",6,0
"24631","Gm3269",0,2
"24632","Gm32693",0,1.5
"24633","Gm32699",1,3
"24634","Gm32710",0,0
"24635","Gm32717",1189.5,544.5
"24636","Gm32729",0,0
"24637","Gm32736",0,0
"24638","Gm32742",0,2.5
"24639","Gm32743",1,1
"24640","Gm3275",0,0
"24641","Gm32750",0,0
"24642","Gm32754",0,0
"24643","Gm32764",0,0
"24644","Gm32766",0,0
"24645","Gm32772",0,0
"24646","Gm3278",1,4.5
"24647","Gm32780",0,0
"24648","Gm32786",0,0.5
"24649","Gm3279",0,0
"24650","Gm32802",2.5,0
"24651","Gm32815",0.5,0.5
"24652","Gm32816",0.5,1.5
"24653","Gm32817",0,0.5
"24654","Gm32828",6.5,5.5
"24655","Gm3283",24,22.5
"24656","Gm32834",0,0
"24657","Gm32842",2,3
"24658","Gm32846",0,0
"24659","Gm32849",0,0
"24660","Gm3285",0,0
"24661","Gm32850",0,0
"24662","Gm32856",54,62.5
"24663","Gm32857",6.5,5
"24664","Gm32858",0,0
"24665","Gm3286",0,0
"24666","Gm32865",0,0
"24667","Gm3287",0,0
"24668","Gm32872",0,0
"24669","Gm32877",0,0
"24670","Gm32880",0,0
"24671","Gm32884",0,0
"24672","Gm32885",545,318.5
"24673","Gm32886",2.5,4
"24674","Gm3289",0,0
"24675","Gm32892",73,73
"24676","Gm32899",103.5,77.5
"24677","Gm32913",0,0
"24678","Gm32914",0,0
"24679","Gm32916",0,0
"24680","Gm3292",0,0
"24681","Gm32921",0,0
"24682","Gm32926",0,0.5
"24683","Gm32932",0,0
"24684","Gm32936",0,0.5
"24685","Gm32939",5,0
"24686","Gm3294",6,1
"24687","Gm32950",0,0
"24688","Gm32975",0,0
"24689","Gm3298",5.5,35.5
"24690","Gm32983",8,5.5
"24691","Gm32996",31.5,16
"24692","Gm32999",0,0
"24693","Gm33016",0,0.5
"24694","Gm3302",0,0
"24695","Gm33022",0,0.5
"24696","Gm33023",0.5,1
"24697","Gm33024",0,1
"24698","Gm33027",2,0.5
"24699","Gm33035",7.5,1
"24700","Gm33037",0.5,0
"24701","Gm33045",0,0
"24702","Gm33050",0,0
"24703","Gm33051",0,0.5
"24704","Gm33053",0,0
"24705","Gm33054",0,0
"24706","Gm33055",0,0
"24707","Gm33056",0,0
"24708","Gm3307",0,0
"24709","Gm33080",0,0
"24710","Gm33086",0,0
"24711","Gm33091",0,0
"24712","Gm33093",0,0
"24713","Gm33096",0,0
"24714","Gm33103",3.5,2.5
"24715","Gm33104",0,0
"24716","Gm33111",0.5,0
"24717","Gm33112",0,0
"24718","Gm33115",0,0
"24719","Gm33121",1,1
"24720","Gm33125",0,0
"24721","Gm33142",0,0
"24722","Gm33148",8,8.5
"24723","Gm33163",0,0
"24724","Gm33167",0,0
"24725","Gm3317",11,26
"24726","Gm33172",0,0
"24727","Gm33175",0,0
"24728","Gm33178",63,72
"24729","Gm3318",2.5,2
"24730","Gm33180",0,0
"24731","Gm33191",0,0
"24732","Gm33195",2.5,2.5
"24733","Gm3320",7436.5,3798
"24734","Gm33201",1,0
"24735","Gm33203",0,0
"24736","Gm33206",0,0
"24737","Gm3321",37.5,35.5
"24738","Gm33222",29,6.5
"24739","Gm33228",0,0
"24740","Gm33242",0,0.5
"24741","Gm33246",0,0
"24742","Gm33248",0,0
"24743","Gm3325",1030,800
"24744","Gm33251",0,0
"24745","Gm33255",0,0
"24746","Gm3326",0,0
"24747","Gm33263",0,0
"24748","Gm3327",2,0.5
"24749","Gm33280",3,0.5
"24750","Gm3329",0,0.5
"24751","Gm33299",0,0
"24752","Gm33301",0.5,0.5
"24753","Gm33308",0,0
"24754","Gm3331",0,0
"24755","Gm33312",270.5,214
"24756","Gm3332",0,0
"24757","Gm33320",0,0
"24758","Gm33321",0,0
"24759","Gm33326",2,0
"24760","Gm3333",214.5,111.5
"24761","Gm33332",0,0
"24762","Gm33336",0,0
"24763","Gm33337",0,0
"24764","Gm33340",0,0
"24765","Gm33347",0,0
"24766","Gm33351",0,0
"24767","Gm33354",0,0
"24768","Gm3336",11.5,16.5
"24769","Gm33366",0,1
"24770","Gm33370",0,0
"24771","Gm33373",0,0
"24772","Gm33378",6.5,5.5
"24773","Gm3338",0,0
"24774","Gm3339",23,61.5
"24775","Gm33424",0,0
"24776","Gm33432",0.5,0
"24777","Gm3344",0,3.5
"24778","Gm33447",0,1
"24779","Gm33450",0,0
"24780","Gm33460",0.5,11
"24781","Gm33466",2,12.5
"24782","Gm33467",0,0
"24783","Gm33472",0,0
"24784","Gm33474",0,0
"24785","Gm3348",28.5,37.5
"24786","Gm33489",4,5.5
"24787","Gm33497",0,0
"24788","Gm33501",0,0
"24789","Gm33508",1.5,1
"24790","Gm3351",0,0
"24791","Gm33524",0,0
"24792","Gm33525",0,0
"24793","Gm33533",0,0
"24794","Gm33543",0,0
"24795","Gm3355",846,805.5
"24796","Gm33570",0,0
"24797","Gm33571",0,0
"24798","Gm33586",0,0
"24799","Gm33594",0,0
"24800","Gm336",39.5,95
"24801","Gm33601",5.5,1
"24802","Gm33609",0,0
"24803","Gm33619",0,0
"24804","Gm3362",0,0
"24805","Gm33626",0,0
"24806","Gm33630",0,0
"24807","Gm3364",0,0
"24808","Gm3365",637,363
"24809","Gm33651",0,0
"24810","Gm33654",0,0
"24811","Gm33666",132.5,113
"24812","Gm33674",0,0
"24813","Gm33677",0,0
"24814","Gm33680",0,0
"24815","Gm33682",0,0
"24816","Gm33684",0,0
"24817","Gm33696",0,0
"24818","Gm33699",0.5,0
"24819","Gm3370",0,0
"24820","Gm33700",0.5,8.5
"24821","Gm33707",838.5,1183.5
"24822","Gm3371",4.5,2.5
"24823","Gm3372",0,1
"24824","Gm33727",0,0
"24825","Gm33728",0,0
"24826","Gm3373",1,2.5
"24827","Gm33732",0,0
"24828","Gm3375",2726,3206
"24829","Gm33756",0,0
"24830","Gm33758",0,0
"24831","Gm3376",0,8.5
"24832","Gm33778",2,7
"24833","Gm33782",0,0
"24834","Gm33785",0,0
"24835","Gm3379",1737,1614.5
"24836","Gm33801",0,0
"24837","Gm33815",0,0
"24838","Gm33819",0,0
"24839","Gm3383",12.5,36.5
"24840","Gm33831",0,0
"24841","Gm33838",0,0
"24842","Gm33843",0,0
"24843","Gm33847",0,0
"24844","Gm33858",0,0
"24845","Gm33866",0,0.5
"24846","Gm33869",21,11.5
"24847","Gm33882",4.5,4.5
"24848","Gm33890",0,0
"24849","Gm33912",0,0.5
"24850","Gm33914",0,0
"24851","Gm33926",0,0
"24852","Gm33929",0,0
"24853","Gm33936",0,0
"24854","Gm33940",0,0
"24855","Gm33948",0,0
"24856","Gm33952",0,0
"24857","Gm33954",0,0
"24858","Gm33958",0,0
"24859","Gm33962",0.5,1.5
"24860","Gm33968",0,0
"24861","Gm33969",0,0
"24862","Gm33973",0,0.5
"24863","Gm33979",0,0
"24864","Gm33981",0,0
"24865","Gm33994",1.5,1.5
"24866","Gm34004",0.5,0
"24867","Gm34005",0,0
"24868","Gm34006",0.5,0.5
"24869","Gm34015",0,0
"24870","Gm34016",0,0
"24871","Gm3402",0,0
"24872","Gm34022",0,0
"24873","Gm34023",0,0
"24874","Gm34030",0,0.5
"24875","Gm34035",0,0
"24876","Gm3404",0,0
"24877","Gm34045",0,0
"24878","Gm34047",0,0
"24879","Gm34059",17.5,11
"24880","Gm34060",0,0
"24881","Gm34066",0.5,0
"24882","Gm34068",0,0
"24883","Gm34069",0,0.5
"24884","Gm34073",0,0
"24885","Gm34078",0,0
"24886","Gm34081",15,4.5
"24887","Gm34084",3,0.5
"24888","Gm34086",0,0.5
"24889","Gm3409",0,0
"24890","Gm34091",106,69
"24891","Gm34093",0,1
"24892","Gm34095",0,0
"24893","Gm34096",0,0
"24894","Gm34099",0,0
"24895","Gm34105",0,0
"24896","Gm34106",1,0
"24897","Gm3411",65,193.5
"24898","Gm34113",0,0
"24899","Gm34121",0.5,1
"24900","Gm34139",0,0
"24901","Gm34144",25.5,15.5
"24902","Gm34149",0,0
"24903","Gm3415",0,0
"24904","Gm34150",0,0
"24905","Gm34152",1,3
"24906","Gm34158",0,0
"24907","Gm34165",0.5,2
"24908","Gm3417",28.5,27.5
"24909","Gm34176",0,0
"24910","Gm34184",0,0
"24911","Gm34198",0,0
"24912","Gm34215",0,0
"24913","Gm34217",0,0
"24914","Gm34220",15.5,13.5
"24915","Gm34224",0,0
"24916","Gm34225",0,0
"24917","Gm34237",0,0
"24918","Gm3424",2,4
"24919","Gm34240",0,0
"24920","Gm34245",0,0
"24921","Gm34248",2.5,2.5
"24922","Gm34250",0.5,0
"24923","Gm34256",0,7.5
"24924","Gm34263",0,0
"24925","Gm34266",0.5,1
"24926","Gm34272",0,0
"24927","Gm34274",0,0
"24928","Gm34276",0.5,0
"24929","Gm34278",0,0
"24930","Gm3428",0,0
"24931","Gm34280",0,0
"24932","Gm34284",0,0
"24933","Gm34294",0,0
"24934","Gm34297",0,0
"24935","Gm34299",0,0
"24936","Gm34304",0,0
"24937","Gm34307",0,0
"24938","Gm34312",0,0
"24939","Gm34314",0,0
"24940","Gm34322",0,0
"24941","Gm3433",0,0
"24942","Gm34333",0,0
"24943","Gm3434",0,0
"24944","Gm34342",0,0
"24945","Gm3435",412,425
"24946","Gm34350",2,0.5
"24947","Gm34354",1,0
"24948","Gm34358",0,0
"24949","Gm3436",446,585.5
"24950","Gm34368",0,0
"24951","Gm34370",0,0
"24952","Gm34376",0.5,1
"24953","Gm34379",76.5,80
"24954","Gm34388",0,0
"24955","Gm34391",0.5,0.5
"24956","Gm34396",0,0
"24957","Gm34397",0.5,0.5
"24958","Gm34408",0,0.5
"24959","Gm34411",0,0
"24960","Gm34417",0,0
"24961","Gm34418",0,0
"24962","Gm34419",0,0
"24963","Gm3442",0.5,2.5
"24964","Gm34424",0,0
"24965","Gm34425",0,0
"24966","Gm3443",0,0
"24967","Gm34432",0,0
"24968","Gm34440",0.5,1.5
"24969","Gm34455",0,0
"24970","Gm34466",0.5,0
"24971","Gm34471",1,0
"24972","Gm34474",0,0
"24973","Gm3448",24.5,37
"24974","Gm34481",0,0
"24975","Gm34510",0,0
"24976","Gm34517",0,0
"24977","Gm3453",11.5,44.5
"24978","Gm34531",0,0
"24979","Gm34533",0,0
"24980","Gm3454",0,0
"24981","Gm34544",0,0
"24982","Gm34549",0.5,0
"24983","Gm3455",0,0
"24984","Gm34550",0,0
"24985","Gm34552",5,7.5
"24986","Gm34557",0,0
"24987","Gm34558",0,0
"24988","Gm34562",0,0
"24989","Gm34567",0,0
"24990","Gm34574",0,0
"24991","Gm34583",12,8.5
"24992","Gm34585",0,0
"24993","Gm34586",1,0
"24994","Gm34589",0,0
"24995","Gm34590",2.5,0.5
"24996","Gm34593",0,0
"24997","Gm34597",0,0
"24998","Gm34599",0,0
"24999","Gm3460",1,7
"25000","Gm34609",0,0
"25001","Gm34611",0,0
"25002","Gm34623",0,0
"25003","Gm34636",0,0
"25004","Gm34639",0,0
"25005","Gm34643",0,0
"25006","Gm34646",0,0
"25007","Gm34648",0,0
"25008","Gm34653",20,8.5
"25009","Gm34654",0,0
"25010","Gm34655",7.5,0.5
"25011","Gm34658",0,0
"25012","Gm3466",0,0.5
"25013","Gm34662",0,0
"25014","Gm34664",0,0
"25015","Gm34667",0,0
"25016","Gm34672",3.5,0.5
"25017","Gm34678",9.5,6
"25018","Gm3468",40.5,123.5
"25019","Gm34680",8.5,4.5
"25020","Gm34684",3.5,0
"25021","Gm3470",1149.5,840
"25022","Gm34701",0,0
"25023","Gm34716",0,0
"25024","Gm34719",0,0
"25025","Gm34721",0.5,0.5
"25026","Gm34727",11,8
"25027","Gm34728",0,0
"25028","Gm3473",14,16.5
"25029","Gm34730",0,4
"25030","Gm34732",0,0
"25031","Gm34743",0,0
"25032","Gm34756",0,0
"25033","Gm34759",0,0.5
"25034","Gm3476",2,3.5
"25035","Gm34767",0,0
"25036","Gm34768",0,0
"25037","Gm34776",0,0
"25038","Gm34777",0,0
"25039","Gm34779",0,2
"25040","Gm34780",0,0.5
"25041","Gm34783",39.5,43.5
"25042","Gm34785",0,0
"25043","Gm34788",0,0.5
"25044","Gm34794",0,0
"25045","Gm34799",0,0
"25046","Gm34804",0,0
"25047","Gm34808",0,0
"25048","Gm34809",0,0
"25049","Gm34811",0,0
"25050","Gm34816",0,0
"25051","Gm34821",0,0
"25052","Gm34829",0,0
"25053","Gm34838",0,0
"25054","Gm34853",0,0
"25055","Gm3486",0.5,0
"25056","Gm34866",0,0
"25057","Gm34868",9,9.5
"25058","Gm3488",13.5,51
"25059","Gm34882",2.5,4
"25060","Gm34883",0,0
"25061","Gm34885",0,0
"25062","Gm3489",0.5,0
"25063","Gm34907",0,0
"25064","Gm34908",0,0
"25065","Gm34921",0,0.5
"25066","Gm34922",1,0.5
"25067","Gm34923",0,0.5
"25068","Gm34933",1,0
"25069","Gm34934",0,15.5
"25070","Gm34939",8.5,10.5
"25071","Gm3496",0,0
"25072","Gm34961",0.5,1
"25073","Gm34964",0,0
"25074","Gm34967",2.5,3.5
"25075","Gm34973",1,0.5
"25076","Gm34983",0,0
"25077","Gm3500",45,155
"25078","Gm35013",340.5,354
"25079","Gm35019",0,0
"25080","Gm35021",8,5.5
"25081","Gm35024",0,0
"25082","Gm35025",2.5,5
"25083","Gm35028",1,1.5
"25084","Gm35031",0,0
"25085","Gm35035",1.5,0.5
"25086","Gm35037",0.5,1.5
"25087","Gm35040",3,1.5
"25088","Gm35041",0,0
"25089","Gm35048",21,1.5
"25090","Gm35060",0,0
"25091","Gm35065",0,0
"25092","Gm35066",0,22.5
"25093","Gm35067",0,0.5
"25094","Gm3507",88,116
"25095","Gm35070",0,0
"25096","Gm35077",0,0
"25097","Gm3508",490.5,405.5
"25098","Gm35082",36,66
"25099","Gm3509",0,0
"25100","Gm35097",0.5,0
"25101","Gm3510",0,0
"25102","Gm35101",0,0
"25103","Gm35106",1031.5,1118
"25104","Gm35108",0,0
"25105","Gm3511",5396,3865
"25106","Gm35110",0,0
"25107","Gm3512",16,13.5
"25108","Gm3513",0,0
"25109","Gm35134",0,0
"25110","Gm35135",0.5,0
"25111","Gm35147",0,0
"25112","Gm35154",0.5,0.5
"25113","Gm35160",0,0
"25114","Gm35161",0,0.5
"25115","Gm35164",0,0
"25116","Gm35166",0,0
"25117","Gm35167",3,1
"25118","Gm35172",0,0
"25119","Gm35177",0,0
"25120","Gm35183",0.5,0
"25121","Gm35188",2,0
"25122","Gm35189",0,0
"25123","Gm3519",0,0
"25124","Gm35190",0,0
"25125","Gm35191",0,0
"25126","Gm35202",0,0
"25127","Gm35206",0,0
"25128","Gm35208",1,1
"25129","Gm35212",0,0
"25130","Gm35215",0,0
"25131","Gm35216",0,0
"25132","Gm35217",0,0
"25133","Gm35229",1,0.5
"25134","Gm3523",3,1
